"","customer","chain","shop","date","quantity","billing","datediff_last","datediff_next","max_date"
"61631","z6fAY","Yn","sN6",2018-05-29,3,15.65,12,6,FALSE
"61632","z6fAY","Yn","sN6",2018-06-04,1.935,14.62,6,10,FALSE
"61633","z6fAY","Yn","sN6",2018-06-14,3.795,38.42,10,27,FALSE
"61634","z6fAY","Yn","sN6",2018-07-11,0.71,7.39,27,8,FALSE
"61635","z6fAY","Yn","sN6",2018-07-19,4.87,21.46,8,7,FALSE
"61636","z6fAY","Yn","sN6",2018-07-26,1.96,23.36,7,32,FALSE
"61637","z6fAY","Yn","sN6",2018-08-27,2.325,0.950000000000001,32,17,FALSE
"61638","z6fAY","Yn","sN6",2018-09-13,2.39,16.63,17,14,FALSE
"61639","z6fAY","Yn","sN6",2018-09-27,2.62,14.46,14,4,FALSE
"61640","z6fAY","Yn","sN6",2018-10-01,2.065,13.48,4,15,FALSE
"61641","z6fAY","Yn","sN6",2018-10-16,0.18,4.25,15,13,FALSE
"61642","Z6JYg","Qi","7XS",2016-01-11,1.865,21.54,0,5,FALSE
"61643","Z6JYg","Qi","7XS",2016-01-16,0.485,16.55,5,6,FALSE
"61644","Z6JYg","Qi","7XS",2016-01-22,0.765,11.82,6,3,FALSE
"61645","Z6JYg","Qi","7XS",2016-01-25,9.49,11.41,3,11,FALSE
"61646","Z6JYg","Qi","7XS",2016-02-05,10.6,28.79,11,25,FALSE
"61647","Z6JYg","Qi","7XS",2016-03-01,1.42,24.54,25,8,FALSE
"61648","Z6JYg","Qi","7XS",2016-03-09,9.325,8.12,8,12,FALSE
"61649","Z6JYg","Qi","7XS",2016-03-21,1.855,52.53,12,15,FALSE
"61650","Z6JYg","Qi","7XS",2016-04-05,16.36,46.86,15,10,FALSE
"61651","Z6JYg","Qi","7XS",2016-04-15,9.795,18.6,10,25,FALSE
"61652","Z6JYg","Qi","7XS",2016-05-10,5.3,41.32,25,10,FALSE
"61653","Z6JYg","Qi","7XS",2016-05-20,1.04,15.9,10,13,FALSE
"61654","Z6JYg","Qi","7XS",2016-06-02,4.545,17.36,13,9,FALSE
"61655","Z6JYg","Qi","7XS",2016-06-11,2.05,21.36,9,7,FALSE
"61656","Z6JYg","Qi","7XS",2016-06-18,0.55,17.39,7,4,FALSE
"61657","Z6JYg","Qi","7XS",2016-06-22,3.675,19.17,4,10,FALSE
"61658","Z6JYg","Qi","7XS",2016-07-02,1.485,42,10,6,FALSE
"61659","Z6JYg","Qi","7XS",2016-07-08,0.62,10.01,6,8,FALSE
"61660","Z6JYg","Qi","7XS",2016-07-16,0.3,7.27,8,6,FALSE
"61661","Z6JYg","Qi","7XS",2016-07-22,0.155,2.14,6,42,FALSE
"61662","Z6JYg","Qi","7XS",2016-09-02,0.79,22.93,42,13,FALSE
"61663","Z6JYg","Qi","7XS",2016-09-15,0.725,13.37,13,20,FALSE
"61664","Z6JYg","Qi","7XS",2016-10-05,2.43,12.09,20,2,FALSE
"61665","Z6JYg","Qi","7XS",2016-10-07,1.565,17.13,2,6,FALSE
"61666","Z6JYg","Qi","7XS",2016-10-13,2.315,8.05,6,4,FALSE
"61667","Z6JYg","Qi","7XS",2016-10-17,1,2.7,4,18,FALSE
"61668","Z6JYg","Qi","7XS",2016-11-04,4.76,21.52,18,21,FALSE
"61669","Z6JYg","Qi","7XS",2016-11-25,15.105,48.66,21,14,FALSE
"61670","Z6JYg","Qi","7XS",2016-12-09,8.16,33.9,14,13,FALSE
"61671","Z6JYg","Qi","7XS",2016-12-22,0.54,9.15,13,14,FALSE
"61672","Z6JYg","Qi","7XS",2017-01-05,0.71,16.02,14,2,FALSE
"61673","Z6JYg","Qi","7XS",2017-01-07,0.49,14.35,2,9,FALSE
"61674","Z6JYg","Qi","7XS",2017-01-16,7.905,19.79,9,7,FALSE
"61675","Z6JYg","Qi","7XS",2017-01-23,0.54,10.74,7,26,FALSE
"61676","Z6JYg","Qi","7XS",2017-02-18,0.78,13.26,26,12,FALSE
"61677","Z6JYg","Qi","7XS",2017-03-02,8.155,23.18,12,18,FALSE
"61678","Z6JYg","Qi","7XS",2017-03-20,4.875,32.93,18,7,FALSE
"61679","Z6JYg","Qi","7XS",2017-03-27,7.8,14.33,7,12,FALSE
"61680","Z6JYg","Qi","7XS",2017-04-08,2.705,18.43,12,20,FALSE
"61681","Z6JYg","Qi","7XS",2017-04-28,9.775,20.53,20,6,FALSE
"61682","Z6JYg","Qi","7XS",2017-05-04,0.97,21.25,6,21,FALSE
"61683","Z6JYg","Qi","7XS",2017-05-25,10.945,28.81,21,14,FALSE
"61684","Z6JYg","Qi","7XS",2017-06-08,20.745,37.72,14,19,FALSE
"61685","Z6JYg","Qi","7XS",2017-06-27,4.945,23.35,19,4,FALSE
"61686","Z6JYg","Qi","7XS",2017-07-01,0.52,9.7,4,7,FALSE
"61687","Z6JYg","Qi","7XS",2017-07-08,1.04,24.49,7,19,FALSE
"61688","Z6JYg","Qi","7XS",2017-07-27,0.455,17.38,19,43,FALSE
"61689","Z6JYg","Qi","7XS",2017-09-08,9.5,16.15,43,10,FALSE
"61690","Z6JYg","Qi","7XS",2017-09-18,1.065,36.04,10,11,FALSE
"61691","Z6JYg","Qi","7XS",2017-09-29,2.815,20.23,11,11,FALSE
"61692","Z6JYg","Qi","7XS",2017-10-10,0.375,5.49,11,7,FALSE
"61693","Z6JYg","Qi","7XS",2017-10-17,10.665,14.24,7,3,FALSE
"61694","Z6JYg","Qi","7XS",2017-10-20,2.425,23.85,3,11,FALSE
"61695","Z6JYg","Qi","7XS",2017-10-31,1.44,16.92,11,13,FALSE
"61696","Z6JYg","Qi","7XS",2017-11-13,3.675,30.53,13,10,FALSE
"61697","Z6JYg","Qi","7XS",2017-11-23,10.11,18.05,10,12,FALSE
"61698","Z6JYg","Qi","7XS",2017-12-05,1.795,15.16,12,9,FALSE
"61699","Z6JYg","Qi","7XS",2017-12-14,9.545,12.83,9,14,FALSE
"61700","Z6JYg","Qi","7XS",2017-12-28,2.63,42.6,14,1,FALSE
"61701","Z6JYg","Qi","7XS",2017-12-29,0,0,1,13,FALSE
"61702","Z6JYg","Qi","7XS",2018-01-11,2.525,22.46,13,19,FALSE
"61703","Z6JYg","Qi","7XS",2018-01-30,0.725,20.3,19,14,FALSE
"61704","Z6JYg","Qi","7XS",2018-02-13,4.24,35.9,14,2,FALSE
"61705","Z6JYg","Qi","7XS",2018-02-15,9.535,10.43,2,15,FALSE
"61706","Z6JYg","Qi","7XS",2018-03-02,0.705,17.75,15,7,FALSE
"61707","Z6JYg","Qi","7XS",2018-03-09,0.67,12.38,7,5,FALSE
"61708","Z6JYg","Qi","7XS",2018-03-14,11.81,28.34,5,13,FALSE
"61709","Z6JYg","Qi","7XS",2018-03-27,0.525,13.25,13,8,FALSE
"61710","Z6JYg","Qi","7XS",2018-04-04,2.495,18.79,8,5,FALSE
"61711","Z6JYg","Qi","7XS",2018-04-09,0.41,6.98,5,14,FALSE
"61712","Z6JYg","Qi","7XS",2018-04-23,0.11,1.64,14,10,FALSE
"61713","Z6JYg","Qi","7XS",2018-05-03,9,4.5,10,9,FALSE
"61714","Z6JYg","Qi","7XS",2018-05-12,0.495,7.84,9,6,FALSE
"61715","Z6JYg","Qi","7XS",2018-05-18,0.325,17.47,6,11,FALSE
"61716","Z6JYg","Qi","7XS",2018-05-29,0.81,24.85,11,10,FALSE
"61717","Z6JYg","Qi","7XS",2018-06-08,11.28,20.67,10,8,FALSE
"61718","Z6JYg","Qi","7XS",2018-06-16,1.37,17.32,8,11,FALSE
"61719","Z6JYg","Qi","7XS",2018-06-27,0.5,8.83,11,8,FALSE
"61720","Z6JYg","Qi","7XS",2018-07-05,0.85,26.8,8,8,FALSE
"61721","Z6JYg","Qi","7XS",2018-07-13,9.635,19.74,8,14,FALSE
"61722","Z6JYg","Qi","7XS",2018-07-27,0.79,17.48,14,34,FALSE
"61723","Z6JYg","Qi","7XS",2018-08-30,10.675,21.79,34,1,FALSE
"61724","Z6JYg","Qi","7XS",2018-08-31,0.555,13.09,1,7,FALSE
"61725","Z6JYg","Qi","7XS",2018-09-07,2.355,27.69,7,7,FALSE
"61726","Z6JYg","Qi","7XS",2018-09-14,1.78,15.87,7,1,FALSE
"61727","Z6JYg","Qi","7XS",2018-09-15,1,5.5,1,13,FALSE
"61728","Z6JYg","Qi","7XS",2018-09-28,0.29,11.36,13,7,FALSE
"61729","Z6JYg","Qi","7XS",2018-10-05,0.69,25.47,7,6,FALSE
"61730","Z6JYg","Qi","7XS",2018-10-11,0.425,6.82,6,6,FALSE
"61731","Z6JYg","Qi","7XS",2018-10-17,0.47,7.51,6,3,FALSE
"61732","Z6JYg","Qi","7XS",2018-10-20,0.98,25.85,3,9,FALSE
"61733","z78~x","w6","bbb",2016-02-12,2.48,34.77,0,43,FALSE
"61734","z78~x","w6","bbb",2016-03-26,1.75,32.27,43,34,FALSE
"61735","z78~x","w6","bbb",2016-04-29,2.1,24.98,34,95,FALSE
"61736","z78~x","w6","bbb",2016-08-02,0.645,10.45,95,32,FALSE
"61737","z78~x","w6","bbb",2016-09-03,0.85,15.4,32,98,FALSE
"61738","z78~x","w6","bbb",2016-12-10,0.185,3.66,98,28,FALSE
"61739","z78~x","w6","bbb",2017-01-07,1.38,26.78,28,6,FALSE
"61740","z78~x","w6","bbb",2017-01-13,1.585,40.36,6,14,FALSE
"61741","z78~x","w6","bbb",2017-01-27,1.275,24.21,14,14,FALSE
"61742","z78~x","w6","bbb",2017-02-10,0.675,25.02,14,21,FALSE
"61743","z78~x","w6","bbb",2017-03-03,0.64,12.88,21,21,FALSE
"61744","z78~x","w6","bbb",2017-03-24,1.355,23.64,21,273,FALSE
"61745","z78~x","w6","bbb",2017-12-22,0.25,6.25,273,63,FALSE
"61746","z7aLZ","w6","bbb",2016-09-23,0.86,32.53,0,12,FALSE
"61747","z7aLZ","w6","bbb",2016-10-05,0.445,12.03,12,3,FALSE
"61748","z7aLZ","w6","bbb",2016-10-08,0.81,15.66,3,6,FALSE
"61749","z7aLZ","w6","bbb",2016-10-14,0.87,36.22,6,7,FALSE
"61750","z7aLZ","w6","bbb",2016-10-21,2.57,16.85,7,22,FALSE
"61751","z7aLZ","w6","bbb",2016-11-12,2,8.45,22,25,FALSE
"61752","z7aLZ","w6","bbb",2016-12-07,12,15.25,25,58,FALSE
"61753","z7aLZ","w6","bbb",2017-02-03,9.855,20.47,58,36,FALSE
"61754","z7aLZ","w6","bbb",2017-03-11,14.625,29.87,36,11,FALSE
"61755","z7aLZ","w6","bbb",2017-03-22,0.845,14.92,11,36,FALSE
"61756","z7aLZ","w6","bbb",2017-04-27,10.545,16.88,36,8,FALSE
"61757","z7aLZ","w6","bbb",2017-05-05,1.5,13.75,8,20,FALSE
"61758","z7aLZ","w6","bbb",2017-05-25,9.255,23.87,20,50,FALSE
"61759","z7aLZ","w6","bbb",2017-07-14,2.175,28.07,50,39,FALSE
"61760","z7aLZ","w6","bbb",2017-08-22,2,9,39,9,FALSE
"61761","z7aLZ","w6","bbb",2017-08-31,0.355,12.57,9,1,FALSE
"61762","z7aLZ","w6","bbb",2017-09-01,0.845,15.63,1,56,FALSE
"61763","z7aLZ","w6","bbb",2017-10-27,1.23,22.76,56,29,FALSE
"61764","z7aLZ","w6","bbb",2017-11-25,1.27,29.48,29,28,FALSE
"61765","z7aLZ","w6","bbb",2017-12-23,1.615,22.15,28,7,FALSE
"61766","z7aLZ","w6","bbb",2017-12-30,1.21,13.77,7,21,FALSE
"61767","z7aLZ","w6","bbb",2018-01-20,1.21,20.44,21,34,FALSE
"61768","z7aLZ","w6","bbb",2018-02-23,1.855,16.31,34,17,FALSE
"61769","z7aLZ","w6","bbb",2018-03-12,0.155,15.34,17,31,FALSE
"61770","z7aLZ","w6","bbb",2018-04-12,2.04,17.55,31,8,FALSE
"61771","z7aLZ","w6","bbb",2018-04-20,16.215,20.99,8,13,FALSE
"61772","z7aLZ","w6","bbb",2018-05-03,12.925,23.54,13,64,FALSE
"61773","z7aLZ","w6","bbb",2018-07-06,13.325,31.47,64,5,FALSE
"61774","z7aLZ","w6","bbb",2018-07-11,2.215,18.34,5,13,FALSE
"61775","z7aLZ","w6","bbb",2018-07-24,12.15,24.78,13,16,FALSE
"61776","z7aLZ","w6","bbb",2018-08-09,1.345,15.51,16,50,FALSE
"61777","z7aLZ","w6","bbb",2018-09-28,6.56,19.25,50,5,FALSE
"61778","z7aLZ","w6","bbb",2018-10-03,0.915,16.01,5,6,FALSE
"61779","z7aLZ","w6","bbb",2018-10-09,8.56,23.79,6,11,FALSE
"61780","z7aLZ","w6","bbb",2018-10-20,1.015,45.48,11,11,FALSE
"61781","Z7R4W","DZ","AWT",2016-07-17,1.915,38.64,0,32,FALSE
"61782","Z7R4W","DZ","AWT",2016-08-18,15.225,124.49,32,45,FALSE
"61783","Z7R4W","DZ","AWT",2016-10-02,3.165,41.83,45,46,FALSE
"61784","Z7R4W","DZ","AWT",2016-11-17,1.39,10.69,46,2,FALSE
"61785","Z7R4W","DZ","AWT",2016-11-19,6.105,101.9,2,26,FALSE
"61786","Z7R4W","DZ","AWT",2016-12-15,1,11,26,9,FALSE
"61787","Z7R4W","DZ","AWT",2016-12-24,2,42.2,9,50,FALSE
"61788","Z7R4W","DZ","AWT",2017-02-12,6.91,95.52,50,104,FALSE
"61789","Z7R4W","DZ","AWT",2017-05-27,15.045,103.63,104,33,FALSE
"61790","Z7R4W","DZ","AWT",2017-06-29,14.34,76.75,33,13,FALSE
"61791","Z7R4W","DZ","AWT",2017-07-12,6.445,52.29,13,30,FALSE
"61792","Z7R4W","DZ","AWT",2017-08-11,12.275,158.38,30,18,FALSE
"61793","Z7R4W","DZ","AWT",2017-08-29,6.71,63.88,18,71,FALSE
"61794","Z7R4W","DZ","AWT",2017-11-08,7.96,86.49,71,27,FALSE
"61795","Z7R4W","DZ","AWT",2017-12-05,7.7,78.52,27,25,FALSE
"61796","Z7R4W","DZ","AWT",2017-12-30,8.605,152.59,25,35,FALSE
"61797","Z7R4W","DZ","AWT",2018-02-03,6,44.46,35,13,FALSE
"61798","Z7R4W","DZ","AWT",2018-02-16,8.965,51.61,13,13,FALSE
"61799","Z7R4W","DZ","AWT",2018-03-01,14.59,100.17,13,12,FALSE
"61800","Z7R4W","DZ","AWT",2018-03-13,12.53,69.41,12,16,FALSE
"61801","Z7R4W","DZ","AWT",2018-03-29,6.695,57.69,16,29,FALSE
"61802","Z7R4W","DZ","AWT",2018-04-27,5.505,72.42,29,50,FALSE
"61803","Z7R4W","DZ","AWT",2018-06-16,9.15,89.17,50,27,FALSE
"61804","Z7R4W","DZ","AWT",2018-07-13,10.69,103.82,27,7,FALSE
"61805","Z7R4W","DZ","AWT",2018-07-20,5.085,45.68,7,13,FALSE
"61806","Z7R4W","DZ","AWT",2018-08-02,11.08,84.49,13,8,FALSE
"61807","Z7R4W","DZ","AWT",2018-08-10,9.6,57.42,8,11,FALSE
"61808","Z7R4W","DZ","AWT",2018-08-21,6.215,31.72,11,11,FALSE
"61809","Z7R4W","DZ","AWT",2018-09-01,5.505,49.12,11,23,FALSE
"61810","Z7R4W","DZ","AWT",2018-09-24,2,12.44,23,15,FALSE
"61811","Z7R4W","DZ","AWT",2018-10-09,4.805,29.84,15,15,FALSE
"61812","Za7cK","~V","tbv",2018-06-27,1.114,14.09,0,6,FALSE
"61813","Za7cK","~V","tbv",2018-07-03,1.378,18.7,6,18,FALSE
"61814","Za7cK","~V","tbv",2018-07-21,2.49,23.51,18,3,FALSE
"61815","Za7cK","~V","tbv",2018-07-24,0.508,7,3,35,FALSE
"61816","Za7cK","~V","tbv",2018-08-28,1.29,12.53,35,13,FALSE
"61817","Za7cK","~V","tbv",2018-09-10,1.062,16.42,13,8,FALSE
"61818","Za7cK","~V","tbv",2018-09-18,0.638,7.95,8,20,FALSE
"61819","Za7cK","~V","tbv",2018-10-08,0.936,12,20,9,FALSE
"61820","Za7cK","~V","tbv",2018-10-17,2.23,9.51,9,6,FALSE
"61821","Za7cK","~V","tbv",2018-10-23,1.42,18.93,6,8,FALSE
"61822","ZbRJG","Qi","7XS",2017-04-18,2.13,31.69,0,44,FALSE
"61823","ZbRJG","Qi","7XS",2017-06-01,0.255,4.62,44,16,FALSE
"61824","ZbRJG","Qi","7XS",2017-06-17,0.565,9.99,16,6,FALSE
"61825","ZbRJG","Qi","7XS",2017-06-23,0.395,6.05,6,10,FALSE
"61826","ZbRJG","Qi","7XS",2017-07-03,2.88,19.55,10,11,FALSE
"61827","ZbRJG","Qi","7XS",2017-07-14,0.39,4.98,11,54,FALSE
"61828","ZbRJG","Qi","7XS",2017-09-06,2.64,15.12,54,24,FALSE
"61829","ZbRJG","Qi","7XS",2017-09-30,1.015,15.76,24,6,FALSE
"61830","ZbRJG","Qi","7XS",2017-10-06,1.845,13.81,6,15,FALSE
"61831","ZbRJG","Qi","7XS",2017-10-21,2.615,12.69,15,5,FALSE
"61832","ZbRJG","Qi","7XS",2017-10-26,0.53,7.92,5,16,FALSE
"61833","ZbRJG","Qi","7XS",2017-11-11,0.21,2.94,16,12,FALSE
"61834","ZbRJG","Qi","7XS",2017-11-23,1,3.35,12,4,FALSE
"61835","ZbRJG","Qi","7XS",2017-11-27,0.275,3.3,4,10,FALSE
"61836","ZbRJG","Qi","7XS",2017-12-07,2.96,18.43,10,7,FALSE
"61837","ZbRJG","Qi","7XS",2017-12-14,0.16,2.22,7,7,FALSE
"61838","ZbRJG","Qi","7XS",2017-12-21,2.69,38.23,7,7,FALSE
"61839","ZbRJG","Qi","7XS",2017-12-28,0.565,7.18,7,21,FALSE
"61840","ZbRJG","Qi","7XS",2018-01-18,0.8,12.13,21,7,FALSE
"61841","ZbRJG","Qi","7XS",2018-01-25,1.385,5.5,7,9,FALSE
"61842","ZbRJG","Qi","7XS",2018-02-03,2.31,8.69,9,6,FALSE
"61843","ZbRJG","Qi","7XS",2018-02-09,0.78,19.41,6,57,FALSE
"61844","ZbRJG","Qi","7XS",2018-04-07,1.39,10.5,57,6,FALSE
"61845","ZbRJG","Qi","7XS",2018-04-13,1.85,7.39,6,8,FALSE
"61846","ZbRJG","Qi","7XS",2018-04-21,0.585,6.55,8,12,FALSE
"61847","ZbRJG","Qi","7XS",2018-05-03,1.515,7.32,12,75,FALSE
"61848","ZbRJG","Qi","7XS",2018-07-17,0.6,9.93,75,7,FALSE
"61849","ZbRJG","Qi","7XS",2018-07-24,0.305,7.02,7,51,FALSE
"61850","zdLvS","Qi","7XS",2016-01-12,0.16,1.74,0,34,FALSE
"61851","zdLvS","Qi","7XS",2016-02-15,1.935,26.95,34,29,FALSE
"61852","zdLvS","Qi","7XS",2016-03-15,0.325,19.47,29,114,FALSE
"61853","zdLvS","Qi","7XS",2016-07-07,7.47,80.85,114,99,FALSE
"61854","zdLvS","Qi","7XS",2016-10-14,1.565,21.9,99,50,FALSE
"61855","zdLvS","Qi","7XS",2016-12-03,0.435,4.74,50,14,FALSE
"61856","zdLvS","Qi","7XS",2016-12-17,0.145,3.34,14,6,FALSE
"61857","zdLvS","Qi","7XS",2016-12-23,1.685,33.18,6,21,FALSE
"61858","zdLvS","Qi","7XS",2017-01-13,1.185,17.94,21,28,FALSE
"61859","zdLvS","Qi","7XS",2017-02-10,0.105,7.35,28,50,FALSE
"61860","zdLvS","Qi","7XS",2017-04-01,0.31,3.47,50,4,FALSE
"61861","zdLvS","Qi","7XS",2017-04-05,1.125,16.68,4,35,FALSE
"61862","zdLvS","Qi","7XS",2017-05-10,0.19,4.37,35,16,FALSE
"61863","zdLvS","Qi","7XS",2017-05-26,1.13,1.7,16,35,FALSE
"61864","zdLvS","Qi","7XS",2017-06-30,6.82,77.88,35,89,FALSE
"61865","zdLvS","Qi","7XS",2017-09-27,0.25,3.99,89,13,FALSE
"61866","zdLvS","Qi","7XS",2017-10-10,0.92,14.14,13,31,FALSE
"61867","zdLvS","Qi","7XS",2017-11-10,0.395,4.3,31,8,FALSE
"61868","zdLvS","Qi","7XS",2017-11-18,0.565,10.47,8,19,FALSE
"61869","zdLvS","Qi","7XS",2017-12-07,0.155,4.63,19,9,FALSE
"61870","zdLvS","Qi","7XS",2017-12-16,0.675,7.8,9,2,FALSE
"61871","zdLvS","Qi","7XS",2017-12-18,9.035,80,2,11,FALSE
"61872","zdLvS","Qi","7XS",2017-12-29,1.625,10,11,12,FALSE
"61873","zdLvS","Qi","7XS",2018-01-10,1.905,8.88178419700125e-16,12,9,FALSE
"61874","zdLvS","Qi","7XS",2018-01-19,0.57,6.98,9,8,FALSE
"61875","zdLvS","Qi","7XS",2018-01-27,0.155,2.15,8,35,FALSE
"61876","zdLvS","Qi","7XS",2018-03-03,2.335,17.45,35,10,FALSE
"61877","zdLvS","Qi","7XS",2018-03-13,0.8,13.01,10,32,FALSE
"61878","zdLvS","Qi","7XS",2018-04-14,1.615,23.4,32,32,FALSE
"61879","zdLvS","Qi","7XS",2018-05-16,2.49,20,32,17,FALSE
"61880","zdLvS","Qi","7XS",2018-06-02,0.605,10.09,17,7,FALSE
"61881","zdLvS","Qi","7XS",2018-06-09,0.305,3.32,7,12,FALSE
"61882","zdLvS","Qi","7XS",2018-06-21,0.405,5.84,12,5,FALSE
"61883","zdLvS","Qi","7XS",2018-06-26,6.085,48.14,5,3,FALSE
"61884","zdLvS","Qi","7XS",2018-06-29,0.695,8.58,3,97,FALSE
"61885","zdLvS","Qi","7XS",2018-10-04,1.105,14.28,97,20,FALSE
"61886","ZDTaQ","DZ","AWT",2016-01-29,8.595,87.48,0,1,FALSE
"61887","ZDTaQ","DZ","AWT",2016-01-30,4.67,37.23,1,28,FALSE
"61888","ZDTaQ","DZ","AWT",2016-02-27,2.175,28.97,28,153,FALSE
"61889","ZDTaQ","DZ","AWT",2016-07-29,2,22,153,5,FALSE
"61890","ZDTaQ","DZ","AWT",2016-08-03,0.235,14.1,5,189,FALSE
"61891","ZDTaQ","DZ","AWT",2017-02-08,2.545,39.24,189,187,FALSE
"61892","ZDTaQ","DZ","AWT",2017-08-14,21.045,51.53,187,137,FALSE
"61893","ZDTaQ","DZ","AWT",2017-12-29,3.05,35.18,137,7,FALSE
"61894","ZDTaQ","DZ","AWT",2018-01-05,3,12.26,7,113,FALSE
"61895","ZDTaQ","DZ","AWT",2018-04-28,0.835,12.52,113,82,FALSE
"61896","ZDTaQ","DZ","AWT",2018-07-19,2.34,32.04,82,70,FALSE
"61897","ZDTaQ","DZ","AWT",2018-09-27,1.215,16.41,70,2,FALSE
"61898","ZDTaQ","DZ","AWT",2018-09-29,4.3,27.04,2,9,FALSE
"61899","ZDTaQ","DZ","AWT",2018-10-08,1.96,12.12,9,10,FALSE
"61900","zDti6","Yn","8TO",2016-03-16,2,3.3,0,171,FALSE
"61901","zDti6","Yn","8TO",2016-09-03,3.32,17.92,171,62,FALSE
"61902","zDti6","Yn","8TO",2016-11-04,0.12,1.19,62,98,FALSE
"61903","zDti6","Yn","8TO",2017-02-10,0.69,6.42,98,5,FALSE
"61904","zDti6","Yn","8TO",2017-02-15,1.38,8.54,5,2,FALSE
"61905","zDti6","Yn","8TO",2017-02-17,0.64,6.99,2,5,FALSE
"61906","zDti6","Yn","8TO",2017-02-22,1.55,7.97,5,5,FALSE
"61907","zDti6","Yn","8TO",2017-02-27,1.15,3.24,5,1,FALSE
"61908","zDti6","Yn","8TO",2017-02-28,1.25,7.44,1,11,FALSE
"61909","zDti6","Yn","8TO",2017-03-11,0.52,6.19,11,2,FALSE
"61910","zDti6","Yn","8TO",2017-03-13,0.785,8.18,2,5,FALSE
"61911","zDti6","Yn","8TO",2017-03-18,1.22,4.79,5,3,FALSE
"61912","zDti6","Yn","8TO",2017-03-21,0.735,4.82,3,3,FALSE
"61913","zDti6","Yn","8TO",2017-03-24,2.23,14.74,3,1,FALSE
"61914","zDti6","Yn","8TO",2017-03-25,1.11,6.37,1,6,FALSE
"61915","zDti6","Yn","8TO",2017-03-31,0.515,4.38,6,5,FALSE
"61916","zDti6","Yn","8TO",2017-04-05,2.42,4.97,5,1,FALSE
"61917","zDti6","Yn","8TO",2017-04-06,1.33,5.31,1,2,FALSE
"61918","zDti6","Yn","8TO",2017-04-08,1.145,6.67,2,2,FALSE
"61919","zDti6","Yn","8TO",2017-04-10,0.555,13.23,2,2,FALSE
"61920","zDti6","Yn","8TO",2017-04-12,1.585,17.04,2,6,FALSE
"61921","zDti6","Yn","8TO",2017-04-18,0.125,0.99,6,1,FALSE
"61922","zDti6","Yn","8TO",2017-04-19,1,6.95,1,7,FALSE
"61923","zDti6","Yn","8TO",2017-04-26,1,6.95,7,1,FALSE
"61924","zDti6","Yn","8TO",2017-04-27,0.13,2.05,1,22,FALSE
"61925","zDti6","Yn","8TO",2017-05-19,0.305,7.59,22,8,FALSE
"61926","zDti6","Yn","8TO",2017-05-27,3,7.35,8,3,FALSE
"61927","zDti6","Yn","8TO",2017-05-30,1.315,6.24,3,10,FALSE
"61928","zDti6","Yn","8TO",2017-06-09,0.33,5.24,10,24,FALSE
"61929","zDti6","Yn","8TO",2017-07-03,0.135,1.28,24,39,FALSE
"61930","zDti6","Yn","8TO",2017-08-11,0.375,2.61,39,5,FALSE
"61931","zDti6","Yn","8TO",2017-08-16,0.635,3.78,5,1,FALSE
"61932","zDti6","Yn","8TO",2017-08-17,0.17,1.86,1,273,FALSE
"61933","zDti6","Yn","8TO",2018-05-17,1.29,6.65,273,55,FALSE
"61934","zDti6","Yn","8TO",2018-07-11,2.795,12.22,55,8,FALSE
"61935","zDti6","Yn","8TO",2018-07-19,0.97,9.45,8,9,FALSE
"61936","zDti6","Yn","8TO",2018-07-28,0.36,2.48,9,24,FALSE
"61937","zDti6","Yn","8TO",2018-08-21,1,4.55,24,60,FALSE
"61938","Zdwom","~V","~iy",2016-07-04,1.21,8.41,0,37,FALSE
"61939","Zdwom","~V","~iy",2016-08-10,0.478,6.1,37,6,FALSE
"61940","Zdwom","~V","~iy",2016-08-16,1.336,13.64,6,1,FALSE
"61941","Zdwom","~V","~iy",2016-08-17,1.488,6.97,1,7,FALSE
"61942","Zdwom","~V","~iy",2016-08-24,0.1,6.99,7,2,FALSE
"61943","Zdwom","~V","~iy",2016-08-26,1.552,8.73,2,3,FALSE
"61944","Zdwom","~V","~iy",2016-08-29,2.5,32.21,3,2,FALSE
"61945","Zdwom","~V","~iy",2016-08-31,0.62,8.96,2,3,FALSE
"61946","Zdwom","~V","~iy",2016-09-03,2.22,30.61,3,5,FALSE
"61947","Zdwom","~V","~iy",2016-09-08,0.262,6.33,5,7,FALSE
"61948","Zdwom","~V","~iy",2016-09-15,2.608,20.33,7,2,FALSE
"61949","Zdwom","~V","~iy",2016-09-17,4.616,20.57,2,11,FALSE
"61950","Zdwom","~V","~iy",2016-09-28,1.086,19.54,11,2,FALSE
"61951","Zdwom","~V","~iy",2016-09-30,2.892,24.66,2,1,FALSE
"61952","Zdwom","~V","~iy",2016-10-01,1.352,20.95,1,6,FALSE
"61953","Zdwom","~V","~iy",2016-10-07,0.518,13.42,6,4,FALSE
"61954","Zdwom","~V","~iy",2016-10-11,0.674,7.71,4,6,FALSE
"61955","Zdwom","~V","~iy",2016-10-17,1.716,20.22,6,4,FALSE
"61956","Zdwom","~V","~iy",2016-10-21,3.17,87.85,4,13,FALSE
"61957","Zdwom","~V","~iy",2016-11-03,4.336,12.6,13,2,FALSE
"61958","Zdwom","~V","~iy",2016-11-05,2.506,29.07,2,5,FALSE
"61959","Zdwom","~V","~iy",2016-11-10,1.382,20.79,5,2,FALSE
"61960","Zdwom","~V","~iy",2016-11-12,1.536,12.46,2,9,FALSE
"61961","Zdwom","~V","~iy",2016-11-21,5.218,25.91,9,5,FALSE
